67,6,301.706557347047
205,0,297.366553672316
250,1,453.103090687271
29,3,357.324016613731
385,4,298.927816500858
15,1,197.417195614541
24,3,210.721161981762
43,6,203.188749771284
173,4,395.456910718948
431,7,360.636943316441
83,6,638.991536381803
166,5,335.035568002801
262,4,509.748406661184
60,3,507.772243694465
319,6,248.850496441437
39,3,299.814821996432
71,10,562.884576290329
156,9,403.563725490196
343,3,361.050556683706
916,18,358.153262244714
336,21,588.328693122792
38,2,385.737523915816
138,11,522.366958282396
340,8,666.48834209269
80,11,237.808554519369
66,1,503.051534381802
214,5,302.135674692534
32,1,292.192186101998
173,7,412.968587441169
81,4,410.814743804822
484,3,450.291451742747
74,4,476.1079466377
76,9,316.96759909064
131,18,1085.09130300535
1268,14,272.267712155285
479,2,487.619255010268
43,3,250.20659575415
499,6,293.611611013124
50,3,464.832791217727
548,1,312.756443835943
55,3,175.434838361342
725,6,439.114940390632
849,12,391.096596321536
359,6,253.946158725421
263,0,205.599482726769
1019,9,244.033977225577
167,4,349.551487315963
73,6,261.961089313491
55,3,253.236009633046
536,6,313.308739856357
77,6,253.667800007158
106,7,290.540262413172
108,12,658.680497004659
91,4,296.595005799277
137,5,310.961835688383
140,8,509.296172810519
76,7,426.009378266151
885,2,494.325568770666
14,1,271.984455958549
51,2,288.71310626371
375,3,500.829872622579
369,3,483.74552407932
104,8,386.466194674699
53,3,508.243402184304
592,4,382.265926327194
480,4,537.247436353638
17,0,516.145398874545
273,2,259.197060443343
337,8,661.310574667709
226,4,420.163678036942
37,5,249.579231692677
783,243,592.214226260665
1011,7,552.628831161897
427,2,427.977071049967
46,1,537.66206281076
52,5,557.121963155871
47,1,291.485691626462
59,9,642.351794739998
119,64,972.431156848829
51,4,417.570181983326
58,1,452.007892770409
84,6,386.061272554606
12,3,386.281659858095
115,7,826.090061118613
28,4,562.71444232409
9,3,300.456442611017
92,14,415.904928665672
48,10,589.036773712521
51,7,443.469764773379
48,11,325.684503608814
9,2,299.391910525509
7,2,262.156889915319
13,1,446.963465264323
63,8,235.041989213198
58,9,533.750228289654
75,7,288.475667828107
25,7,539.319623161765
18,2,313.398505998164
63,3,560.695735689589
80,8,310.886692994505
46,3,634.935394757495
131,8,436.54129236423
45,1,335.116039944291
41,4,369.799573196756
608,6,287.296764302804
123,9,594.153776833703
161,28,430.921459758221
36,6,342.869786070138
12,1,312.542052505967
80,3,433.383408544557
65,8,452.920915088681
129,0,388.864874249715
43,5,319.474457264309
385,5,573.465025906736
21,6,408.127572610117
62,8,467.52950075643
107,6,317.957910914582
138,5,487.756420597955
823,12,477.031936653233
109,10,392.223331705288
68,2,719.060915233826
48,2,266.583647563061
34,3,243.993975723957
308,10,499.542416342579
103,10,668.253703307416
480,14,440.309300727693
73,11,494.040986912872
0,0,273.346153846154
48,2,422.084313416365
358,3,404.30038641448
52,4,766.296451628104
108,4,354.401413753735
951,11,698.435947622869
133,9,426.181648310581
100,0,279.854933333333
143,7,561.638215764057
62,5,352.705612829324
91,4,752.859990528265
1033,18,402.083620198336
187,1,494.959262506813
33,2,433.351918367347
56,7,581.980413354531
66,9,488.309655617066
50,3,454.190813086692
229,5,663.330574387556
138,14,419.999348477609
57,4,724.034073746639
41,5,531.063955223881
78,6,456.387632515862
51,5,405.39689879621
51,4,396.056114923363
245,7,305.881616818921
6,0,304.283748506703
16,3,555.72963995492
48,4,595.969310150224
29,2,540.251908000623
47,3,308.869108812783
47,1,578.447258548704
54,2,693.540392108735
42,5,552.580305403289
13,3,227.349049364822
136,1,454.090358243861
55,6,475.113010498543
674,13,374.580898830624
906,16,1018.90974084004
76,3,504.582764375664
680,7,486.735273638769
26,0,372.48216401211
67,4,627.972862562008
118,4,396.826865088229
154,0,350.387486801515
360,1,640.848691362154
448,3,621.102876453945
527,12,944.470994356433
146,6,722.49524294272
378,6,664.487974364514
190,11,501.733189185326
97,8,532.796128484942
507,7,872.961315938741
544,3,760.968044451149
197,6,408.361496376153
315,8,605.246975880176
316,4,724.147507629705
233,8,499.585631361715
256,16,454.050824985268
384,6,577.728709225315
367,9,482.250780781402
587,9,648.27227315301
243,6,466.428380112717
502,4,439.964605701592
653,10,659.640980163361
354,8,656.228465691708
666,7,550.220828582288
604,11,462.303010986539
234,15,659.476601846044
439,4,597.23741153502
165,8,682.869454132533
803,13,568.282691483791
315,14,539.798096423767
277,8,566.085010783609
73,3,863.361393960674
414,7,795.106325529323
630,19,858.221375813882
672,8,710.382930817273
786,17,648.89792238495
224,7,537.251546557403
170,5,367.804549409571
305,5,804.427079582283
154,5,550.586757892002
123,8,653.282646964024
192,7,532.054237145502
318,11,657.072829464268
654,8,430.280460026798
229,8,523.180763322699
137,5,906.235525611561
459,7,475.143576520552
134,4,598.980746772717
142,4,340.059182307292
179,4,500.409386392026
486,43,470.30888487208
134,5,521.732759345991
207,4,935.743976526016
92,1,408.209636950177
316,7,513.953557876356
732,9,397.349635036496
256,4,687.909969989997
340,9,670.908055303645
448,8,825.774835918854
229,8,609.126629060494
159,3,287.407748358272
136,4,555.49334750433
103,5,547.482528216704
194,5,303.302423243226
276,7,582.237528468165
233,1,508.115306517115
649,9,469.742803517577
173,7,529.348701197698
274,5,534.017810371922
968,11,606.853147890589
346,1,322.658700209644
144,6,628.409369951535
633,14,410.453891918691
169,8,312.806808633927
214,7,806.064516129032
318,14,412.888014851641
910,11,508.499776876268
110,4,366.954365356827
143,2,622.847602803218
385,2,593.069916081187
98,3,362.237914691943
177,6,345.420377461707
440,7,613.097258307124
176,22,821.431321809337
115,1,467.361613743575
514,6,664.903846708799
355,3,405.790752770348
4,0,616.927272727273
5,0,613.830508474576
2,0,603.019230769231
116,1,596.834641922436
42,6,391.645511575327
218,4,266.295317165538
1949,13,376.198031698279
106,1,261.222460351479
66,1,514.607812332631
573,7,919.254476685775
141,4,640.820946526823
474,4,498.806612758311
470,3,472.235158533843
113,5,236.149766748737
491,1,453.611910775692
969,10,547.538296033395
244,8,466.497016256259
212,5,351.616490281105
7,1,524.261592920354
314,1,441.939567873396
70,2,278.08325545833
1162,9,311.343928960608
252,4,366.055162233824
885,6,1485.3665735735
143,4,507.497432210353
305,4,581.289591556167
611,7,386.127149212456
203,6,530.957049187818
765,10,529.469029760465
154,0,398.791811668373
194,9,495.130119816032
241,0,375.977722649467
596,3,426.496300937417
155,6,762.1470917955
431,2,626.475831294084
155,3,592.960771575633
590,10,679.972778088317
953,10,917.095225254074
189,0,510.821241149521
151,6,482.052927852908
488,5,664.39586836962
116,5,545.894586813375
656,7,532.707690460467
539,8,523.069816967883
156,7,548.812844840169
566,7,1002.80151240746
632,7,525.43227665706
123,5,707.903607989119
546,8,866.371465930554
130,7,1274.8944516129
414,4,741.362679055362
46,4,438.738927738928
184,4,649.61269957913
242,7,568.996519827823
54,2,1168.68947275613
410,37,4475.51103804603
227,9,446.087261637947
529,57,693.612014503104
321,5,616.690814821862
173,9,682.206978023097
145,3,550.617705226809
266,5,967.829010635446
137,4,647.935466682455
537,6,527.612396897698
92,2,478.000181735575
678,5,479.638381022031
281,6,506.757835171213
560,2,461.120250685468
424,6,552.730089493871
400,4,555.144900098043
123,2,681.574276859504
458,5,454.425572135301
575,4,480.436343449297
265,11,500.08802446717
837,9,622.539668826494
348,5,665.123512117147
653,6,652.15006862476
175,6,505.042086575114
221,7,482.339032552479
558,10,522.233611173688
95,1,508.978341355054
605,0,505.64837194233
81,132,704.129407802954
162,1,667.85014677454
151,4,508.230179028133
16,1,461.728505291005
68,1,463.249603308169
502,3,401.700597730771
25,1,452.211913104415
31,0,357.068222621185
59,1,401.191231112212
55,1,297.960094925155
40,3,363.253939473858
733,4,526.083090185676
294,2,478.042026533701
67,4,413.326489716998
324,9,432.623868838497
105,4,313.377834841249
191,1,548.052909228942
747,5,458.46455972408
753,42,408.947083663236
388,3,432.276700589181
427,65,632.619180201083
142,1,450.472962987842
334,18,609.340122450995
69,2,448.848029869717
230,2,295.722946347378
225,290,823.79467478205
135,5,340.520416548961
732,5,472.132033490457
670,6,677.152240121824
582,5,280.124319192525
194,5,628.378361520251
258,3,414.700898904076
86,5,514.549860679456
563,4,357.233205551884
144,4,576.719414173365
268,74,746.294234371233
74,2,582.358485616858
63,3,768.945287014251
448,7,414.925599601243
373,6,460.832307241278
124,5,542.477169504514
82,5,772.977907054947
186,6,640.868316946885
415,5,772.897260089081
75,4,629.632370314682
54,0,693.404768618605
84,6,644.663186941055
414,5,480.102282506249
1270,9,749.094230656478
629,5,563.050151345524
551,1,603.639814509794
185,10,559.095174644243
398,2,591.341843735706
476,7,891.022926985141
658,6,1116.75190521222
213,4,915.315666465621
139,4,634.108606161072
382,3,441.258348307877
465,4,840.548094324843
66,2,534.800103954606
58,5,401.045782041253
110,7,508.58773979675
31,3,760.432654603865
370,29,932.977772121829
109,6,351.858659707558
102,7,530.292276893899
528,44,920.538495175349
117,0,574.47279635994
81,4,357.769298976274
268,58,394.809893198426
79,3,382.969934563462
95,3,455.500643445436
653,7,430.577768849605
42,1,522.260595785905
81,0,382.372832746708
21,0,671.01874364055
104,0,489.677851851852
97,2,275.716221508577
53,0,621.526344122199
141,2,398.514994394619
51,1,469.013509492353
29,5,412.486592271819
598,7,532.273616055306
321,2,584.877902747468
355,9,1157.97735464128
793,13,540.735036949286
648,7,593.370845798205
223,4,623.24020664687
102,1,506.559431768182
870,5,443.467877938112
123,3,438.77979079784
120,122,1145.88429784713
503,5,549.423762006901
819,9,631.02575031078
558,6,514.013872243528
100,98,1275.06354533153
581,8,388.047843841409
97,4,301.994220268066
118,9,469.338705822093
80,4,1434.75436001246
366,2,456.251664769003
208,3,537.898253770882
130,6,408.859399975409
158,4,473.020726640255
228,1,619.409347128077
134,4,337.046334652797
610,2,589.072756091497
128,2,757.030742898522
307,4,519.659181435086
516,2,438.716932887177
398,0,611.573300178147
866,5,320.522543427815
199,2,527.928606284344
181,5,576.506097358365
258,9,520.10345759713
162,7,376.965614175995
961,7,662.522895899164
121,8,314.404686901993
1004,17,723.757756074739
586,4,658.025995651973
174,3,350.74622960045
589,13,620.926786230836
110,4,523.139256038986
583,6,807.404877490268
268,1,576.737206044529
1482,26,1435.40265237517
104,4,494.63746772111
1072,10,615.586843437831
0,0,566.891891891892
456,4,583.771050398778
883,15,563.758408771656
451,3,553.625021570319
942,78,497.79906511399
151,10,425.743090403767
144,7,460.954851345922
366,0,612.381845490257
861,7,600.346456692913
410,3,370.361755740703
449,2,367.652368073464
146,6,795.332857406043
195,7,409.913141359019
143,4,472.982875297035
149,4,707.471267080452
340,0,624.499885242139
105,2,698.888874761602
407,1,615.620282467381
134,5,573.81259923615
98,2,631.560935466585
460,3,464.423253900928
446,4,575.987046895663
100,1,636.970078232115
121,2,433.166978333763
31,0,432.42780586451
35,1,304.265091863517
639,74,666.028398680835
62,1,423.040952592922
73,0,377.081557781854
176,3,339.653894355118
153,1,316.112359849796
121,1,635.114853588226
242,5,529.078308428557
302,3,436.242943739345
714,1,449.380399529965
203,8,501.601205829249
560,2,380.158254640182
341,5,472.717082498634
412,2,410.332490462248
121,2,524.093909474151
150,5,535.619198616316
755,16,668.933091543081
389,3,456.651430123099
1521,26,580.86261198799
291,5,287.485704544348
534,5,299.597688846171
183,3,471.481789108999
452,3,451.954162082875
347,6,419.117937137063
303,2,475.387877747253
852,9,796.827170105099
278,10,430.804832681742
537,5,408.825738293644
188,1,372.189211766812
230,10,809.206527651859
860,4,588.242417061611
299,3,525.155848963475
303,4,492.259129626762
127,5,353.927195303456
335,2,698.805531193358
195,9,502.556106735629
164,24,497.611321337555
354,3,658.27373619101
199,4,490.711438759768
256,7,561.484991264757
158,2,495.321958794122
200,1,358.166839139933
143,274,649.16745254258
160,6,667.002716181316
512,2,887.468933859184
598,8,767.626023177351
322,4,687.213577598701
517,6,467.458440551852
233,2,465.987889273356
111,37,598.367575993765
676,3,669.349210979203
170,10,733.94241595119
210,5,601.632572882718
113,8,532.031213693749
124,3,368.261194029851
263,5,672.227105688667
362,4,394.227283071621
1194,11,390.231961517905
125,1,318.415172523707
565,140,828.061687822989
921,8,733.07635534363
233,6,657.675652338163
788,3,605.320569733437
187,4,906.218158000806
509,3,344.594950956745
569,5,1000.34483818422
764,7,541.065066842546
159,2,386.875873849366
271,1,479.597176174688
281,2,1047.44710292739
292,4,464.408468734614
386,2,924.709100866275
396,2,710.686533121777
82,0,307.117173659969
605,3,499.318562132011
619,3,318.018621561108
558,3,411.652795101485
311,3,731.435080734351
305,5,624.048069105691
548,1,882.538211382114
93,0,496.871809135299
311,1,660.260082550102
49,2,622.052167952014
124,1,691.322485207101
81,4,668.767863144451
121,0,463.241185145462
603,7,518.495783460283
264,2,588.285469754223
205,5,469.071727095687
612,2,300.372020575237
66,2,423.528049298768
93,7,427.897940782259
182,8,437.37187226286
270,7,517.281465563554
22,1,514.855775803144
136,4,471.211321819908
64,2,325.088085889234
106,2,456.147493666015
629,3,499.890935031309
91,4,452.531920952218
4,1,402.008086253369
704,11,468.004859925318
124,5,448.257082130508
115,3,424.172775119617
345,8,513.301527308092
113,4,488.295822586221
78,4,622.00955540331
238,2,400.730806989986
586,3,447.892281704782
48,3,749.711895569038
653,7,588.154385396664
105,2,665.934097421203
354,0,396.650622953801
234,1,303.940473663462
245,11,414.721213534229
478,6,436.14399921285
221,4,310.149678293261
1092,11,325.192708333333
123,5,312.136128060456
62,2,596.902862788568
209,5,610.601548398321
330,10,390.307406966004
277,2,482.244162917357
807,7,418.983993613682
164,5,407.772552228747
107,8,428.994320950632
103,5,534.565680873865
109,9,348.348555847304
37,2,769.441219000795
451,5,625.076929982047
156,8,348.998174000881
67,5,492.034281027884
923,15,359.621041994161
68,5,427.955057622548
194,6,432.336129463292
268,2,470.402454747048
86,5,392.092506912695
78,3,348.284714908981
535,8,317.507449323937
93,6,569.715452344851
150,4,524.506744583545
164,4,619.504804528103
728,338,921.70370693567
113,6,304.222585748184
9,2,449.269279526727
97,4,309.78196241528
199,2,353.286939143889
21,2,625.764100364572
799,6,520.566235918947
330,2,441.416177248309
41,3,577.349373764008
99,2,641.689116472835
347,3,518.467007596445
51,1,496.994860813705
564,7,400.434737199405
631,6,398.844160778056
327,5,527.442380336352
103,6,343.304861370136
302,1,535.557971304105
213,1,558.826106436999
683,6,537.90916613846
325,4,442.271935122077
416,3,427.875893343007
261,10,469.642966069386
181,11,672.180814524043
31,1,487.754795849817
74,2,657.915096293228
202,8,735.808052074524
200,3,344.990381983814
113,2,362.481259308291
168,8,561.512494356959
181,4,689.763128615932
130,6,529.577658365196
215,5,521.172379826635
134,5,664.254921928038
357,3,532.157661969042
